"riwayat_pendidikan_id","pegawai_id","pendidikan_id","nama_universitas","program_studi","tahun_lulus"
29195,12746,5,Universitas Brawijaya,Teknik Sipil,1995
29196,12747,1,,,2009
29197,12747,4,Universitas Negeri Jakarta,Ilmu Komputer,2013
29198,12748,1,,,2018
29199,12748,4,Universitas Negeri Jakarta,Statistika,2022
29200,12749,1,,,1987
29201,12749,4,Telkom University,Teknik Industri,1991
29202,12750,1,,,2013
29203,12750,4,BINUS University,Administrasi Publik,2017
29204,12751,1,,,2016
29205,12751,4,Telkom University,Manajemen,2020
29206,12752,1,,,2013
29207,12752,2,Universitas Negeri Yogyakarta,Administrasi Publik,2016
29208,12753,1,,,2006
29209,12753,4,Institut Teknologi Bandung,Teknik Informatika,2010
29210,12754,1,,,1994
29211,12754,4,BINUS University,Sistem Informasi,1998
29212,12755,1,,,1983
29213,12755,4,Universitas Negeri Yogyakarta,Administrasi Publik,1987
29215,12756,4,Universitas Brawijaya,Teknik Informatika,2007
29216,12757,1,,,2004
29217,12757,4,Universitas Negeri Yogyakarta,Teknik Informatika,2008
29218,12757,5,Universitas Brawijaya,Teknik Industri,2010
29219,12758,1,,,1995
29220,12758,4,BINUS University,Manajemen,1999
29221,12758,5,Institut Pertanian Bogor,Akuntansi,2001
29222,12759,1,,,2020
29223,12759,4,Telkom University,Sistem Informasi,2024
29224,12760,1,,,2017
29225,12760,4,Telkom University,Administrasi Negara,2021
29226,12761,1,,,2017
29227,12761,4,Institut Pertanian Bogor,Administrasi Publik,2021
29228,12761,5,Universitas Gadjah Mada,Administrasi Negara,2023
29229,12762,1,,,1993
29230,12762,4,Telkom University,Teknik Informatika,1997
29231,12763,1,,,1993
29232,12763,4,Universitas Negeri Jakarta,Administrasi Publik,1997
29233,12764,1,,,1995
29234,12764,4,Universitas Brawijaya,Akuntansi,1999
29235,12764,5,BINUS University,Ilmu Komputer,2001
29236,12765,1,,,1996
29237,12765,4,Universitas Airlangga,Teknik Informatika,2000
29238,12766,1,,,1996
29239,12766,4,Universitas Negeri Jakarta,Ilmu Komputer,2000
29240,12766,5,Universitas Negeri Yogyakarta,Sistem Informasi,2002
29241,12767,1,,,2019
29242,12767,4,Universitas Gadjah Mada,Administrasi Publik,2023
29243,12768,1,,,1994
29244,12768,4,Universitas Brawijaya,Administrasi Negara,1998
29245,12769,1,,,2003
29246,12769,4,BINUS University,Manajemen,2007
29247,12769,5,Institut Teknologi Bandung,Sistem Informasi,2009
29248,12770,1,,,1994
29249,12770,4,BINUS University,Kesehatan Masyarakat,1998
29250,12770,5,Universitas Hasanuddin,Hukum,2000
29251,12771,1,,,2003
29252,12771,4,Universitas Indonesia,Manajemen,2007
29253,12772,1,,,2013
29254,12772,4,BINUS University,Administrasi Publik,2017
29255,12773,1,,,2003
29256,12773,4,Universitas Negeri Yogyakarta,Ekonomi,2007
29257,12774,1,,,2017
29258,12774,4,Universitas Padjadjaran,Statistika,2021
29259,12775,1,,,2004
29260,12775,4,Institut Pertanian Bogor,Teknik Sipil,2008
29261,12776,1,,,1983
29262,12776,4,Universitas Negeri Jakarta,Ekonomi,1987
29263,12777,1,,,1983
29264,12777,4,Universitas Gadjah Mada,Ekonomi,1987
29265,12777,5,Universitas Brawijaya,Administrasi Negara,1989
29266,12778,1,,,1982
29267,12778,4,Telkom University,Teknik Informatika,1986
29268,12778,5,Universitas Sebelas Maret,Matematika,1988
29269,12779,1,,,2010
29270,12779,4,Universitas Gadjah Mada,Statistika,2014
29271,12779,5,Universitas Negeri Yogyakarta,Teknik Industri,2016
29272,12780,1,,,1984
29273,12780,4,Universitas Diponegoro,Akuntansi,1988
29274,12781,1,,,2000
29275,12781,4,Universitas Gadjah Mada,Teknik Industri,2004
29276,12782,1,,,1993
29277,12782,4,Universitas Negeri Jakarta,Ilmu Komputer,1997
29278,12782,5,Universitas Airlangga,Statistika,1999
29279,12783,1,,,1987
29280,12783,4,Institut Pertanian Bogor,Kesehatan Masyarakat,1991
29281,12784,1,,,2010
29282,12784,2,Institut Pertanian Bogor,Sistem Informasi,2013
29283,12785,1,,,2013
29284,12785,4,BINUS University,Administrasi Publik,2017
29285,12786,1,,,1995
29286,12786,4,Institut Pertanian Bogor,Teknik Industri,1999
29287,12786,5,Universitas Sriwijaya,Kesehatan Masyarakat,2001
29288,12787,1,,,2000
29289,12787,4,BINUS University,Teknik Informatika,2004
29290,12787,5,Universitas Sriwijaya,Hukum,2006
29291,12788,1,,,1997
29292,12788,4,Universitas Hasanuddin,Matematika,2001
29293,12789,1,,,2002
29294,12789,4,Universitas Brawijaya,Administrasi Negara,2006
29295,12790,1,,,1999
29296,12790,4,Institut Pertanian Bogor,Hukum,2003
29297,12791,1,,,2012
29298,12791,4,Universitas Gadjah Mada,Administrasi Negara,2016
29299,12792,1,,,2004
29300,12792,4,Universitas Padjadjaran,Teknik Informatika,2008
29301,12793,1,,,2017
29302,12793,4,Telkom University,Kesehatan Masyarakat,2021
29303,12794,1,,,2012
29304,12794,4,Universitas Diponegoro,Hukum,2016
29305,12795,1,,,2010
29306,12795,4,Universitas Sriwijaya,Manajemen,2014
29307,12795,5,Telkom University,Sistem Informasi,2016
29308,12796,1,,,1996
29309,12796,4,Universitas Hasanuddin,Teknik Industri,2000
29310,12797,1,,,1990
29311,12797,4,Universitas Diponegoro,Administrasi Negara,1994
29312,12798,1,,,2009
29313,12798,4,Universitas Gadjah Mada,Ekonomi,2013
29314,12799,1,,,2020
29315,12799,2,Universitas Padjadjaran,Ilmu Komputer,2023
29316,12800,1,,,2004
29317,12800,2,Telkom University,Statistika,2007
29318,12801,1,,,1995
29319,12801,4,Universitas Diponegoro,Administrasi Publik,1999
29320,12802,1,,,2016
29321,12802,4,Universitas Sebelas Maret,Hukum,2020
29322,12803,1,,,1986
29323,12803,4,Universitas Gadjah Mada,Sistem Informasi,1990
29324,12804,1,,,1994
29325,12804,4,Universitas Airlangga,Teknik Industri,1998
29326,12805,1,,,1984
29327,12805,4,Universitas Brawijaya,Administrasi Publik,1988
29328,12806,1,,,2019
29329,12806,2,Institut Pertanian Bogor,Hukum,2022
29330,12807,1,,,2022
29331,12807,4,BINUS University,Statistika,2026
29332,12808,1,,,2021
29333,12808,4,Telkom University,Administrasi Negara,2025
29334,12809,1,,,2005
29335,12809,4,Universitas Indonesia,Akuntansi,2009
29336,12810,1,,,2008
29337,12810,4,BINUS University,Administrasi Publik,2012
29338,12810,5,Universitas Brawijaya,Teknik Informatika,2014
29339,12811,1,,,1990
29340,12811,4,Universitas Gadjah Mada,Teknik Sipil,1994
29341,12811,5,Institut Pertanian Bogor,Teknik Industri,1996
29342,12811,6,Institut Teknologi Bandung,Kesehatan Masyarakat,2000
29343,12812,1,,,2000
29344,12812,4,Universitas Negeri Jakarta,Statistika,2004
29345,12813,1,,,1992
29346,12813,4,Universitas Sriwijaya,Teknik Industri,1996
29347,12813,5,Universitas Brawijaya,Statistika,1998
29348,12814,1,,,2019
29349,12814,2,Universitas Negeri Jakarta,Kesehatan Masyarakat,2022
29350,12815,1,,,2001
29351,12815,4,Universitas Sriwijaya,Matematika,2005
29352,12815,5,Universitas Hasanuddin,Administrasi Negara,2007
29353,12816,1,,,1982
29354,12816,4,Institut Teknologi Bandung,Teknik Industri,1986
29355,12816,5,Universitas Brawijaya,Teknik Informatika,1988
29356,12817,1,,,2002
29357,12817,4,Universitas Gadjah Mada,Hukum,2006
29358,12818,1,,,1997
29359,12818,4,Universitas Negeri Yogyakarta,Statistika,2001
29360,12818,5,Universitas Indonesia,Sistem Informasi,2003
29361,12818,6,Universitas Sebelas Maret,Matematika,2007
29362,12819,1,,,1998
29363,12819,4,Universitas Indonesia,Matematika,2002
29364,12819,5,Universitas Indonesia,Teknik Informatika,2004
29365,12820,1,,,2020
29366,12820,4,Universitas Negeri Yogyakarta,Manajemen,2024
29367,12821,1,,,2000
29368,12821,4,Institut Teknologi Bandung,Kesehatan Masyarakat,2004
29369,12821,5,Universitas Diponegoro,Matematika,2006
29370,12822,1,,,1989
29371,12822,4,Universitas Negeri Jakarta,Manajemen,1993
29372,12822,5,Universitas Negeri Yogyakarta,Manajemen,1995
29373,12823,1,,,2016
29374,12823,4,Universitas Sriwijaya,Ilmu Komputer,2020
29375,12824,1,,,1981
29376,12824,4,BINUS University,Teknik Sipil,1985
29377,12825,1,,,1998
29378,12825,4,Universitas Indonesia,Ilmu Komputer,2002
29379,12825,5,BINUS University,Statistika,2004
29380,12826,1,,,2016
29381,12826,4,Universitas Sriwijaya,Ilmu Komputer,2020
29382,12827,1,,,2005
29383,12827,4,Universitas Sebelas Maret,Teknik Industri,2009
29384,12827,5,Universitas Negeri Yogyakarta,Hukum,2011
29385,12828,1,,,1985
29386,12828,4,Universitas Negeri Yogyakarta,Administrasi Negara,1989
29387,12828,5,Universitas Diponegoro,Manajemen,1991
29388,12829,1,,,2002
29389,12829,4,Universitas Padjadjaran,Ilmu Komputer,2006
29390,12829,5,Universitas Negeri Jakarta,Ilmu Komputer,2008
29391,12829,6,Universitas Hasanuddin,Akuntansi,2012
29392,12830,1,,,1998
29393,12830,4,Institut Teknologi Bandung,Ekonomi,2002
29394,12831,1,,,2018
29395,12831,4,Universitas Sebelas Maret,Statistika,2022
29396,12832,1,,,2019
29397,12832,4,Universitas Airlangga,Teknik Sipil,2023
29398,12833,1,,,1997
29399,12833,4,Universitas Negeri Jakarta,Ilmu Komputer,2001
29400,12833,5,Telkom University,Matematika,2003
29401,12834,1,,,1999
29402,12834,4,Institut Teknologi Bandung,Kesehatan Masyarakat,2003
29403,12835,1,,,2003
29404,12835,4,BINUS University,Akuntansi,2007
29405,12836,1,,,2007
29406,12836,4,Universitas Diponegoro,Matematika,2011
29407,12837,1,,,2004
29408,12837,4,Institut Teknologi Bandung,Teknik Sipil,2008
29409,12838,1,,,2004
29410,12838,4,Universitas Hasanuddin,Administrasi Negara,2008
29411,12839,1,,,1990
29412,12839,4,Universitas Indonesia,Ilmu Komputer,1994
29413,12839,5,BINUS University,Hukum,1996
29414,12840,1,,,1990
29415,12840,4,Institut Pertanian Bogor,Administrasi Negara,1994
29416,12840,5,Universitas Diponegoro,Teknik Industri,1996
29417,12841,1,,,2004
29418,12841,4,Universitas Negeri Yogyakarta,Manajemen,2008
29419,12842,1,,,2007
29420,12842,4,Institut Teknologi Bandung,Hukum,2011
29421,12842,5,Universitas Gadjah Mada,Ilmu Komputer,2013
29422,12843,1,,,1984
29423,12843,4,Universitas Hasanuddin,Sistem Informasi,1988
29424,12844,1,,,2006
29425,12844,4,Universitas Sriwijaya,Statistika,2010
29426,12845,1,,,2003
29427,12845,4,Telkom University,Hukum,2007
29428,12846,1,,,1990
29429,12846,4,Universitas Brawijaya,Teknik Sipil,1994
29430,12847,1,,,1986
29431,12847,4,Institut Pertanian Bogor,Hukum,1990
29432,12847,5,Universitas Sriwijaya,Teknik Informatika,1992
29433,12848,1,,,1983
29434,12848,4,Institut Teknologi Bandung,Kesehatan Masyarakat,1987
29435,12848,5,Universitas Negeri Yogyakarta,Sistem Informasi,1989
29436,12849,1,,,2013
29437,12849,4,Universitas Diponegoro,Teknik Industri,2017
29438,12850,1,,,2011
29439,12850,4,Universitas Indonesia,Matematika,2015
29440,12851,1,,,2000
29441,12851,4,Universitas Sebelas Maret,Manajemen,2004
29442,12851,5,Universitas Diponegoro,Teknik Sipil,2006
29443,12852,1,,,2015
29444,12852,4,Universitas Gadjah Mada,Sistem Informasi,2019
29445,12853,1,,,2004
29446,12853,4,Universitas Indonesia,Teknik Informatika,2008
29447,12854,1,,,2018
29448,12854,4,Universitas Padjadjaran,Administrasi Negara,2022
29449,12855,1,,,2004
29450,12855,4,Universitas Gadjah Mada,Teknik Informatika,2008
29451,12856,1,,,2019
29452,12856,4,Telkom University,Akuntansi,2023
29453,12857,1,,,1995
29454,12857,4,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,1999
29456,12858,4,Universitas Padjadjaran,Teknik Sipil,1994
29457,12859,1,,,1992
29458,12859,4,Universitas Airlangga,Sistem Informasi,1996
29459,12859,5,Universitas Negeri Jakarta,Teknik Sipil,1998
29460,12860,1,,,2004
29461,12860,4,Universitas Airlangga,Administrasi Negara,2008
29462,12861,1,,,1981
29463,12861,4,Institut Teknologi Bandung,Administrasi Negara,1985
29464,12862,1,,,2014
29465,12862,2,Universitas Indonesia,Administrasi Negara,2017
29466,12863,1,,,2019
29467,12863,4,Universitas Padjadjaran,Statistika,2023
29468,12864,1,,,1982
29469,12864,4,Universitas Indonesia,Ilmu Komputer,1986
29470,12865,1,,,2014
29471,12865,4,Universitas Sebelas Maret,Matematika,2018
29472,12866,1,,,2014
29473,12866,4,Universitas Gadjah Mada,Sistem Informasi,2018
29474,12867,1,,,2005
29475,12867,4,Telkom University,Sistem Informasi,2009
29476,12868,1,,,2006
29477,12868,4,Institut Teknologi Bandung,Ilmu Komputer,2010
29478,12869,1,,,2013
29479,12869,4,Universitas Hasanuddin,Teknik Sipil,2017
29480,12870,1,,,1990
29481,12870,4,Universitas Airlangga,Teknik Sipil,1994
29482,12870,5,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,1996
29483,12871,1,,,2011
29484,12871,4,Universitas Negeri Jakarta,Administrasi Negara,2015
29485,12872,1,,,1989
29486,12872,4,Universitas Sebelas Maret,Teknik Informatika,1993
29487,12873,1,,,2001
29488,12873,4,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,2005
29489,12874,1,,,1984
29490,12874,4,Universitas Indonesia,Administrasi Publik,1988
29491,12875,1,,,1995
29492,12875,4,Universitas Sebelas Maret,Kesehatan Masyarakat,1999
29493,12876,1,,,1987
29494,12876,4,Universitas Sebelas Maret,Kesehatan Masyarakat,1991
29495,12876,5,Universitas Padjadjaran,Administrasi Publik,1993
29496,12877,1,,,1982
29497,12877,4,Telkom University,Administrasi Negara,1986
29498,12878,1,,,1991
29499,12878,4,Universitas Brawijaya,Manajemen,1995
29500,12879,1,,,2021
29501,12879,2,Institut Pertanian Bogor,Ilmu Komputer,2024
29502,12880,1,,,1987
29503,12880,4,Universitas Diponegoro,Hukum,1991
29504,12881,1,,,2008
29505,12881,4,Universitas Sriwijaya,Manajemen,2012
29506,12882,1,,,2008
29507,12882,4,Universitas Sebelas Maret,Teknik Sipil,2012
29508,12883,1,,,1983
29509,12883,4,Telkom University,Matematika,1987
29510,12884,1,,,1997
29511,12884,4,Universitas Gadjah Mada,Ekonomi,2001
29512,12885,1,,,2019
29513,12885,2,Institut Teknologi Bandung,Teknik Sipil,2022
29514,12886,1,,,1997
29515,12886,4,Universitas Padjadjaran,Kesehatan Masyarakat,2001
29516,12886,5,Universitas Hasanuddin,Teknik Sipil,2003
29517,12887,1,,,2006
29518,12887,4,Universitas Sebelas Maret,Matematika,2010
29519,12888,1,,,2016
29520,12888,4,Universitas Indonesia,Administrasi Negara,2020
29521,12889,1,,,2001
29522,12889,4,Institut Teknologi Bandung,Teknik Informatika,2005
29523,12889,5,BINUS University,Teknik Industri,2007
29524,12890,1,,,2008
29525,12890,4,BINUS University,Ekonomi,2012
29526,12891,1,,,2016
29527,12891,4,Universitas Negeri Yogyakarta,Sistem Informasi,2020
29528,12892,1,,,1994
29529,12892,4,Telkom University,Teknik Industri,1998
29530,12893,1,,,1985
29531,12893,4,BINUS University,Teknik Sipil,1989
29532,12894,1,,,2005
29533,12894,4,Universitas Sriwijaya,Teknik Informatika,2009
29534,12895,1,,,2009
29535,12895,4,Institut Pertanian Bogor,Akuntansi,2013
29536,12895,5,Universitas Sriwijaya,Administrasi Negara,2015
29537,12896,1,,,1996
29538,12896,4,Telkom University,Matematika,2000
29539,12897,1,,,1997
29540,12897,4,Universitas Sebelas Maret,Teknik Sipil,2001
29541,12898,1,,,2013
29542,12898,4,Universitas Padjadjaran,Manajemen,2017
29543,12899,1,,,2012
29544,12899,4,Institut Teknologi Bandung,Teknik Industri,2016
29545,12900,1,,,1994
29546,12900,4,Telkom University,Teknik Informatika,1998
29547,12900,5,Institut Pertanian Bogor,Matematika,2000
29548,12901,1,,,2017
29549,12901,4,Institut Teknologi Bandung,Administrasi Publik,2021
29550,12901,5,Universitas Sebelas Maret,Teknik Informatika,2023
29551,12902,1,,,1987
29552,12902,4,Universitas Airlangga,Ilmu Komputer,1991
29553,12902,5,Universitas Sebelas Maret,Manajemen,1993
29554,12903,1,,,1982
29555,12903,4,Universitas Sriwijaya,Manajemen,1986
29556,12904,1,,,1996
29557,12904,4,Universitas Negeri Jakarta,Manajemen,2000
29558,12905,1,,,2022
29559,12905,4,BINUS University,Hukum,2026
29560,12906,1,,,1992
29561,12906,4,Universitas Gadjah Mada,Ekonomi,1996
29562,12907,1,,,2014
29563,12907,2,Universitas Negeri Jakarta,Ekonomi,2017
29564,12908,1,,,2013
29565,12908,4,Universitas Sriwijaya,Ilmu Komputer,2017
29566,12908,5,Institut Teknologi Bandung,Hukum,2019
29567,12909,1,,,2021
29568,12909,4,Institut Teknologi Bandung,Sistem Informasi,2025
29569,12910,1,,,2021
29570,12910,4,Universitas Diponegoro,Matematika,2025
29571,12911,1,,,2003
29572,12911,4,Universitas Airlangga,Statistika,2007
29573,12912,1,,,2008
29574,12912,4,Institut Pertanian Bogor,Ekonomi,2012
29575,12912,5,Universitas Sebelas Maret,Teknik Sipil,2014
29576,12913,1,,,2006
29577,12913,4,Universitas Padjadjaran,Akuntansi,2010
29579,12914,4,Universitas Indonesia,Ekonomi,1996
29580,12914,5,Institut Teknologi Bandung,Hukum,1998
29581,12915,1,,,2003
29582,12915,4,Universitas Hasanuddin,Statistika,2007
29583,12915,5,Universitas Airlangga,Kesehatan Masyarakat,2009
29584,12916,1,,,2017
29585,12916,4,Universitas Indonesia,Ekonomi,2021
29586,12917,1,,,1982
29587,12917,4,BINUS University,Hukum,1986
29588,12918,1,,,1985
29589,12918,4,Institut Pertanian Bogor,Ilmu Komputer,1989
29590,12918,5,Telkom University,Ilmu Komputer,1991
29591,12919,1,,,1990
29592,12919,4,Universitas Sriwijaya,Sistem Informasi,1994
29593,12919,5,Universitas Padjadjaran,Administrasi Publik,1996
29594,12920,1,,,1997
29595,12920,4,Universitas Brawijaya,Statistika,2001
29596,12920,5,BINUS University,Statistika,2003
29597,12921,1,,,1988
29598,12921,4,Telkom University,Administrasi Publik,1992
29599,12921,5,Universitas Sriwijaya,Administrasi Publik,1994
29600,12922,1,,,1983
29601,12922,4,Universitas Brawijaya,Manajemen,1987
29602,12922,5,BINUS University,Kesehatan Masyarakat,1989
29603,12923,1,,,2017
29604,12923,4,Universitas Airlangga,Sistem Informasi,2021
29605,12924,1,,,2017
29606,12924,4,Universitas Hasanuddin,Statistika,2021
29607,12925,1,,,1981
29608,12925,4,Universitas Indonesia,Administrasi Negara,1985
29609,12925,5,Institut Teknologi Bandung,Sistem Informasi,1987
29610,12926,1,,,2000
29611,12926,4,BINUS University,Ilmu Komputer,2004
29612,12926,5,Universitas Gadjah Mada,Hukum,2006
29613,12927,1,,,1984
29614,12927,4,Telkom University,Hukum,1988
29615,12927,5,Institut Teknologi Bandung,Teknik Sipil,1990
29616,12928,1,,,1984
29617,12928,4,Universitas Gadjah Mada,Administrasi Publik,1988
29618,12928,5,Universitas Brawijaya,Manajemen,1990
29619,12929,1,,,2000
29620,12929,4,Universitas Indonesia,Akuntansi,2004
29621,12930,1,,,2003
29622,12930,4,BINUS University,Teknik Sipil,2007
29623,12931,1,,,1994
29624,12931,4,BINUS University,Sistem Informasi,1998
29625,12932,1,,,2009
29626,12932,4,Universitas Diponegoro,Kesehatan Masyarakat,2013
29627,12932,5,Universitas Brawijaya,Sistem Informasi,2015
29628,12933,1,,,1994
29629,12933,4,BINUS University,Matematika,1998
29630,12934,1,,,1999
29631,12934,4,Universitas Airlangga,Administrasi Negara,2003
29632,12935,1,,,2009
29633,12935,4,Universitas Airlangga,Teknik Industri,2013
29634,12936,1,,,1999
29635,12936,4,Institut Pertanian Bogor,Administrasi Negara,2003
29636,12936,5,Universitas Brawijaya,Ilmu Komputer,2005
29637,12937,1,,,2017
29638,12937,4,Telkom University,Kesehatan Masyarakat,2021
29639,12938,1,,,2005
29640,12938,4,Universitas Hasanuddin,Teknik Sipil,2009
29641,12939,1,,,1996
29642,12939,4,Universitas Indonesia,Kesehatan Masyarakat,2000
29643,12940,1,,,2007
29644,12940,4,Universitas Gadjah Mada,Hukum,2011
29645,12941,1,,,2014
29646,12941,4,Institut Pertanian Bogor,Hukum,2018
29647,12942,1,,,1988
29648,12942,4,Universitas Airlangga,Hukum,1992
29649,12943,1,,,1995
29650,12943,4,Universitas Hasanuddin,Kesehatan Masyarakat,1999
29651,12944,1,,,1999
29652,12944,4,Universitas Hasanuddin,Kesehatan Masyarakat,2003
29653,12945,1,,,2012
29654,12945,2,Telkom University,Akuntansi,2015
29655,12946,1,,,1985
29656,12946,4,Universitas Negeri Jakarta,Administrasi Publik,1989
29657,12947,1,,,2000
29658,12947,4,BINUS University,Akuntansi,2004
29659,12947,5,Universitas Negeri Jakarta,Hukum,2006
29660,12947,6,BINUS University,Administrasi Publik,2010
29661,12948,1,,,1995
29662,12948,4,Institut Teknologi Bandung,Ekonomi,1999
29663,12948,5,Universitas Padjadjaran,Ekonomi,2001
29664,12948,6,Telkom University,Sistem Informasi,2005
29665,12949,1,,,2013
29666,12949,2,Universitas Negeri Jakarta,Ilmu Komputer,2016
29667,12950,1,,,1989
29668,12950,4,Universitas Indonesia,Administrasi Negara,1993
29669,12950,5,BINUS University,Teknik Industri,1995
29670,12951,1,,,2011
29671,12951,4,Universitas Brawijaya,Ilmu Komputer,2015
29672,12952,1,,,1993
29673,12952,4,Universitas Brawijaya,Statistika,1997
29674,12952,5,Universitas Padjadjaran,Statistika,1999
29675,12953,1,,,1987
29676,12953,4,Universitas Negeri Yogyakarta,Ekonomi,1991
29677,12954,1,,,2012
29678,12954,4,Institut Pertanian Bogor,Kesehatan Masyarakat,2016
29679,12954,5,Universitas Padjadjaran,Hukum,2018
29680,12955,1,,,2007
29681,12955,4,Institut Teknologi Bandung,Akuntansi,2011
